49,35,36
64,81,83
29,81,21
24,64,57
28,19,34
49,27,99
37,98,70
71,28,33
16,61,30
82,48,90
49,27,99
95,53,43
35,11,14
61,47,54
60,76,51
81,54,68
64,65,71
78,30,48
75,22,88
21,64,67
77,44,99
55,88,11
16,16,38
19,50,75
79,36,54
69,99,15
49,35,36
52,27,43
10,94,57
94,35,79
18,49,39
28,50,81
51,55,53
15,28,72
52,27,43
70,79,18
84,22,99
69,28,50
92,72,49
96,30,35
19,87,79
90,80,53
94,67,86
99,23,40
40,94,25
64,65,71
64,65,71
94,35,79
92,63,40
63,20,34
67,16,12
71,93,70
71,93,70
79,36,54
64,65,71
51,31,49
60,62,36
56,91,19
37,32,67
20,93,88
67,16,12
97,96,65
83,18,78
51,55,53
15,69,37
16,61,30
73,30,28
22,93,46
72,86,40
65,83,95
17,79,83
32,53,29
60,41,20
23,34,76
77,44,99
47,15,44
75,22,88
47,15,44
56,91,19
83,91,73
73,30,28
10,57,85
51,31,49
87,26,13
22,23,23
37,32,67
59,30,69
65,83,95
92,82,59
49,35,36
55,88,11
24,37,19
64,81,83
26,59,80
86,97,75
88,88,90
60,62,36
58,38,11
49,35,36
63,20,34
82,82,21
76,40,32
22,93,46
58,90,12
56,91,19
78,86,35
52,27,43
78,86,35
78,27,83
87,26,13
44,28,71
16,61,30
53,98,13
38,96,45
14,16,74
87,26,13
18,47,54
20,93,88
98,57,62
22,23,23
86,97,75
16,61,30
60,36,90
51,55,53
88,25,92
55,88,11
55,88,11
97,96,65
84,74,68
74,22,54
28,19,34
84,23,51
81,19,51
64,81,83
60,58,65
64,76,33
51,55,53
64,37,80
56,13,89
28,19,34
90,80,53
32,77,25
22,50,48
71,74,20
63,92,18
69,12,81
24,37,19
63,46,14
48,79,36
74,22,54
43,44,40
40,32,47
58,90,12
29,81,21
37,31,60
84,18,76
33,14,75
90,80,53
98,20,22
78,27,83
17,81,48
52,27,43
11,49,55
64,37,80
96,74,19
11,39,63
58,54,46
73,55,16
65,83,95
20,99,31
98,57,62
13,40,83
89,77,59
22,23,23
63,46,14
83,41,18
60,41,20
84,23,51
87,26,13
71,28,33
37,96,81
84,18,76
64,65,71
79,39,97
28,19,34
23,34,76
55,88,11
28,19,34
86,97,75
28,19,34
83,18,78
10,57,85
10,20,66
90,43,95
19,63,67
56,29,59
16,61,30
79,35,82
49,35,36
69,75,23
66,28,99
16,61,30
51,55,53
32,77,25
86,83,21
19,50,75
29,81,21
76,40,32
80,49,86
61,31,83
37,32,67
16,16,38
58,54,46
94,67,86
19,50,75
10,10,55
58,90,12
20,93,88
69,62,83
37,47,42
84,22,99
73,30,28
65,18,40
29,81,21
49,35,36
10,91,69
94,67,86
16,16,38
22,22,19
61,31,83
37,75,28
76,80,41
70,79,18
19,50,75
16,61,30
37,96,81
68,61,62
21,64,67
23,39,81
37,32,67
16,61,30
19,50,75
49,35,36
38,71,29
53,17,49
98,20,22
26,15,37
18,49,39
95,83,24
92,72,49
94,52,17
23,39,81
19,50,75
50,22,26
48,79,36
56,91,19
32,77,25
43,17,96
61,31,83
74,38,97
51,55,53
84,74,68
38,40,14
71,74,20
69,12,81
27,21,21
13,40,83
71,74,20
39,25,14
16,61,30
62,74,38
47,15,44
17,81,48
76,40,32
18,47,54
77,44,99
60,41,20
71,74,20
50,22,26
49,35,36
82,82,21
77,44,99
49,18,86
24,37,19
28,19,34
38,96,45
58,90,12
94,35,79
29,54,98
16,61,30
71,53,94
49,35,36
81,61,97
91,23,68
49,35,36
61,31,83
85,73,79
38,96,45
91,41,80
37,47,42
27,85,73
10,10,55
97,46,97
26,15,37
56,11,13
95,24,77
55,88,11
29,81,21
44,84,81
23,34,76
75,24,22
47,15,44
52,27,43
74,22,54
69,47,32
67,16,12
52,27,43
22,22,19
53,37,50
78,27,83
83,86,84
53,98,13
90,80,53
97,96,65
66,28,99
54,14,20
60,43,82
42,33,91
30,94,94
16,61,30
63,46,14
75,22,88
58,35,60
16,61,30
93,28,47
25,22,95
15,28,72
46,58,20
43,44,40
86,50,80
75,22,88
16,91,12
61,47,45
35,11,14
47,15,44
38,24,55
63,46,14
43,44,40
94,35,79
53,21,35
56,91,19
15,28,72
16,61,30
94,35,79
69,12,81
96,74,19
71,93,70
14,16,74
23,39,81
16,91,12
69,99,15
37,70,98
87,43,78
84,23,51
92,82,59
84,67,36
54,92,13
96,30,35
43,17,96
10,91,69
92,82,59
80,49,86
78,30,48
98,20,22
49,35,36
77,44,99
22,50,48
15,28,72
16,61,30
43,54,25
66,28,99
16,58,66
16,61,30
91,23,68
22,93,46
93,56,23
60,41,20
94,16,24
76,40,32
55,88,11
46,53,52
48,79,36
51,55,53
58,54,46
20,93,88
98,20,22
85,73,79
48,79,36
32,77,25
51,31,49
88,25,92
20,93,88
78,15,61
16,61,30
18,49,39
55,88,11
51,55,53
20,99,31
28,19,34
23,39,81
64,37,80
49,18,86
84,67,36
48,79,36
48,79,36
17,79,83
92,63,40
95,83,24
73,30,28
78,86,35
94,67,86
82,82,21
64,81,83
10,20,66
49,27,99
16,16,38
56,11,13
17,79,83
82,82,21
37,47,42
41,53,22
56,77,29
97,46,97
74,72,42
43,33,99
56,91,19
81,61,97
60,24,31
22,24,31
40,94,25
71,53,94
84,18,76
85,27,72
34,20,63
60,24,31
97,53,85
33,14,75
94,35,79
86,97,75
84,18,76
17,13,93
23,39,81
28,19,34
98,57,62
64,76,33
48,79,36
56,68,13
64,65,71
78,30,48
60,58,65
40,40,40
64,65,71
28,79,42
68,30,71
50,22,26
43,60,51
32,77,25
38,96,45
22,24,31
78,30,48
44,84,81
60,24,31
37,96,81
64,65,71
21,64,67
64,76,33
78,68,12
50,22,26
28,19,34
98,20,22
31,93,23
28,50,81
92,72,49
20,93,88
58,94,13
60,41,20
22,93,46
66,88,75
43,33,99
32,41,30
22,22,19
30,94,94
65,18,40
58,35,60
10,20,66
27,21,21
23,39,81
26,15,37
75,24,22
56,11,13
86,83,21
86,50,80
74,72,42
43,44,40
16,61,30
17,13,93
81,54,68
82,48,90
23,34,76
17,79,83
70,79,18
71,74,20
85,73,79
28,19,34
44,84,81
32,77,25
44,84,81
24,37,19
55,50,23
62,45,50
16,16,38
76,80,41
10,10,55
15,28,72
17,81,48
34,63,57
14,16,74
82,27,65
47,15,44
97,53,85
34,20,63
63,46,14
52,27,43
82,82,21
32,77,25
69,28,50
84,23,51
46,53,52
21,64,67
78,30,48
99,38,39
19,86,75
95,48,48
19,87,79
39,25,14
81,73,18
74,38,97
86,50,80
95,83,24
55,88,11
47,15,44
43,60,51
84,23,51
90,80,53
52,27,43
31,93,23
34,20,63
51,55,53
47,15,44
99,23,40
49,18,86
62,63,60
22,22,19
78,15,61
96,74,19
32,77,25
55,50,23
51,31,49
77,44,99
83,86,84
35,11,14
78,15,61
98,57,62
37,32,67
60,41,20
51,55,53
71,93,70
78,86,35
28,19,34
60,36,90
91,23,68
22,93,46
17,96,47
47,15,44
22,22,19
82,27,65
19,86,75
95,83,24
94,35,79
64,65,71
92,72,49
95,48,48
39,25,14
41,20,33
69,28,50
66,28,99
26,30,28
28,19,34
46,58,20
82,27,65
67,54,72
83,91,73
98,20,22
55,88,11
64,81,83
56,91,19
73,55,16
66,28,99
71,53,94
63,46,14
51,31,49
92,72,49
98,20,22
34,20,63
56,91,19
69,99,15
62,53,92
28,19,34
51,31,49
77,44,99
23,39,81
93,61,33
74,91,93
56,91,19
64,81,83
60,24,31
27,17,84
37,47,42
18,65,36
84,74,68
17,13,93
78,30,48
92,63,40
49,35,36
89,77,59
78,15,61
85,73,79
55,88,11
84,74,68
30,94,94
56,26,36
49,18,86
10,91,69
78,15,61
18,65,36
55,88,11
56,29,59
84,18,76
38,10,14
33,47,98
75,22,88
33,14,75
16,61,30
32,77,25
71,74,20
64,76,33
66,28,99
84,22,99
55,88,11
60,41,20
41,12,33
66,88,75
92,63,40
26,15,37
10,20,66
55,88,11
41,12,33
55,88,11
60,36,90
60,58,65
75,24,22
83,86,84
48,79,36
81,54,68
15,28,72
65,93,72
86,97,75
84,74,68
74,91,93
81,73,18
10,20,66
47,15,44
22,22,19
20,99,31
19,87,79
16,61,30
94,16,24
51,55,53
21,42,95
10,94,57
51,55,53
41,74,59
95,53,43
86,46,74
73,30,28
21,64,67
20,93,88
78,30,48
91,24,47
11,49,55
90,80,53
85,73,79
93,56,23
49,35,36
16,61,30
47,14,81
33,14,75
14,26,93
10,91,69
83,86,84
51,55,53
87,26,13
44,84,81
26,30,28
25,24,66
40,32,47
56,77,29
60,41,20
93,61,33
25,22,95
98,57,62
19,87,79
51,55,53
71,74,20
50,45,57
29,46,44
73,72,91
97,96,65
22,22,19
49,27,99
71,74,20
15,69,37
29,54,98
87,43,78
53,17,49
48,79,36
26,30,28
43,44,40
91,24,47
63,46,14
19,50,75
83,86,84
63,46,14
22,93,46
10,57,85
49,27,99
28,19,34
53,17,49
28,19,34
78,15,61
17,79,83
79,36,54
41,53,22
38,71,29
84,22,99
23,39,81
79,36,54
28,19,34
58,94,13
84,18,76
93,61,33
17,13,93
65,83,95
86,50,80
17,79,83
26,15,37
84,23,51
56,91,19
86,97,75
52,27,43
84,23,51
56,29,59
74,91,93
62,53,92
78,15,61
17,13,93
43,17,96
26,15,37
65,83,95
55,88,11
87,26,13
95,24,77
27,17,84
19,50,75
69,47,32
84,23,51
55,88,11
48,79,36
77,44,99
27,21,21
59,30,69
38,71,29
38,96,45
98,20,22
19,63,67
20,93,88
35,11,14
33,14,75
43,60,51
28,19,34
78,68,12
43,54,25
49,27,99
32,77,25
61,31,83
18,49,39
22,22,19
55,88,11
77,44,99
74,91,93
89,77,59
77,44,99
98,57,62
75,22,88
60,43,82
15,28,72
79,36,54
13,40,83
28,19,34
52,27,43
71,74,20
23,39,81
76,40,32
49,35,36
66,28,99
89,44,62
10,91,69
88,68,29
41,74,59
84,67,36
83,18,78
86,83,21
38,40,14
51,55,53
43,44,40
20,93,88
98,57,62
86,46,74
43,17,96
42,33,91
84,67,36
81,73,18
95,83,24
60,41,20
44,84,81
55,88,11
47,85,96
69,47,32
55,88,11
53,98,13
24,37,19
98,57,62
90,80,53
12,73,94
34,20,63
15,28,72
78,86,35
78,86,35
82,27,65
78,27,83
83,18,78
17,13,93
16,58,66
69,47,32
83,86,84
28,19,34
32,77,25
83,18,78
18,49,39
75,22,88
41,74,59
78,86,35
41,12,33
34,63,57
29,54,98
26,59,80
54,14,20
47,15,44
19,87,79
29,81,21
55,88,11
23,39,81
83,41,18
95,83,24
56,29,59
78,15,61
28,19,34
29,14,62
49,35,36
41,20,33
71,74,20
10,10,55
61,47,54
63,92,18
25,22,95
65,83,95
87,26,13
74,72,42
10,94,57
78,86,35
84,23,51
48,79,36
81,61,97
94,67,86
73,55,16
94,67,86
49,35,36
55,88,11
46,58,20
74,72,42
74,22,54
43,60,51
26,30,28
38,24,55
83,91,73
83,18,78
28,19,34
38,96,45
66,99,13
83,12,32
17,96,47
23,39,81
85,73,79
16,61,30
82,27,65
82,82,21
85,73,79
34,20,63
38,24,55
82,82,21
78,86,35
69,47,32
29,26,41
14,16,74
41,12,33
37,31,60
82,27,37
20,93,88
96,30,35
77,44,99
29,81,21
82,27,65
82,27,65
78,86,35
49,35,36
26,30,28
53,17,49
63,20,34
54,14,20
95,53,43
62,74,38
37,70,98
61,47,54
47,15,44
24,64,57
84,23,51
16,58,66
53,98,13
23,39,81
65,83,95
74,91,93
64,76,33
98,57,62
89,61,82
14,16,74
85,73,79
78,86,35
66,99,13
28,19,34
33,14,75
21,42,95
55,88,11
75,22,88
89,77,59
29,81,21
42,33,91
87,26,13
63,46,14
73,26,25
37,75,28
31,93,23
95,53,43
86,97,75
90,80,53
67,55,50
51,31,49
93,61,33
49,35,36
82,27,37
28,19,34
66,88,75
58,90,12
22,23,23
77,44,99
27,21,21
36,93,21
55,88,11
16,91,12
16,61,30
19,87,79
94,67,86
28,19,34
19,50,75
64,76,33
78,15,61
58,38,11
29,14,62
52,27,43
10,20,66
22,24,31
64,65,71
28,50,81
75,22,88
44,41,44
98,57,62
55,88,11
78,86,35
64,76,33
81,73,18
58,90,12
63,46,14
89,61,82
84,23,51
62,74,38
74,38,97
78,86,35
86,97,75
55,88,11
87,43,78
30,18,18
23,39,81
14,16,74
78,30,48
91,23,68
23,39,81
69,47,32
78,68,12
49,27,99
94,35,79
19,50,75
92,63,40
60,41,20
63,22,31
10,94,57
51,55,53
58,54,46
50,22,26
47,15,44
58,54,46
66,28,99
17,81,48
94,16,24
89,44,62
46,58,20
27,26,29
94,52,17
10,57,85
26,59,80
77,44,99
41,53,22
20,93,88
51,55,53
19,85,66
16,61,30
24,37,19
98,57,62
16,58,66
15,69,37
55,88,11
19,50,75
62,53,92
66,28,99
33,14,75
86,97,75
26,59,80
55,88,11
28,19,34
62,74,38
37,47,42
32,53,29
94,16,24
53,32,77
43,44,40
10,94,57
78,30,48
60,41,20
10,94,57
20,93,88
91,23,68
65,83,95
92,72,49
93,56,23
16,61,30
16,16,38
32,77,25
92,72,49
76,40,32
52,27,43
78,30,48
28,19,34
75,22,88
24,64,57
27,17,84
32,77,25
53,98,13
81,61,97
23,39,81
84,23,51
55,88,11
64,76,33
90,80,53
87,26,13
28,19,34
28,19,34
98,57,62
51,55,53
34,63,57
99,38,39
82,27,37
77,44,99
47,14,81
69,75,23
83,41,18
94,16,24
22,22,19
54,14,20
94,16,24
95,24,77
83,41,18
58,54,46
71,74,20
25,24,66
52,27,43
16,61,30
88,88,90
92,63,40
16,61,30
16,61,30
49,27,99
38,24,55
98,57,62
33,14,75
72,91,63
29,81,21
65,18,40
20,93,88
54,14,20
99,53,69
19,63,67
64,37,80
81,61,97
63,60,94
82,48,90
28,50,81
58,54,46
71,93,70
61,31,83
20,93,88
16,61,30
37,75,28
82,48,90
88,25,92
64,65,71
63,20,34
65,83,95
63,46,14
60,24,31
86,97,75
47,15,44
55,88,11
24,12,56
56,11,13
22,22,19
54,14,20
52,27,43
16,61,30
90,43,95
46,58,20
15,28,72
50,22,26
99,38,39
58,90,12
18,19,33
22,22,19
55,88,11
18,49,39
53,37,50
41,53,22
66,28,99
84,22,99
63,20,34
28,19,34
86,83,21
79,35,82
77,44,99
95,48,48
89,44,62
17,13,93
63,46,14
38,24,55
65,83,95
65,83,95
93,56,23
58,35,60
20,86,22
34,20,63
50,22,26
19,50,75
52,27,43
74,91,93
28,19,34
77,44,99
85,73,79
71,74,20
69,99,15
26,59,80
17,79,83
22,22,19
78,27,83
92,72,49
93,56,23
61,31,83
21,64,67
49,27,99
71,93,70
31,93,23
84,67,36
43,33,99
26,15,37
92,82,59
22,24,31
11,39,63
11,39,63
51,55,53
15,28,72
79,39,97
38,24,55
69,99,15
22,23,23
20,99,31
47,15,44
38,71,29
49,35,36
38,40,14
26,59,80
56,91,19
16,21,81
22,22,19
22,93,46
48,79,36
24,37,19
94,67,86
34,63,57
60,58,65
21,64,67
25,22,95
49,35,36
97,53,85
64,65,71
41,74,59
94,35,79
60,58,65
33,14,75
98,20,22
29,81,21
69,62,83
32,77,25
47,14,81
17,79,83
29,26,41
54,14,20
94,35,79
32,77,25
55,88,11
78,30,48
37,75,28
22,93,46
14,16,74
74,91,93
95,48,48
38,40,14
71,74,20
69,47,32
15,28,72
60,24,31
17,75,57
28,19,34
87,26,13
27,17,84
26,30,28
74,22,54
64,76,33
78,30,48
88,25,92
17,75,57
55,88,11
43,17,96
47,15,44
82,48,90
17,79,83
15,28,72
32,77,25
27,26,29
28,19,34
69,12,81
55,88,11
83,91,73
16,16,38
82,27,65
92,72,49
38,96,45
83,18,78
61,31,83
28,19,34
34,20,63
52,27,43
91,23,68
84,23,51
78,30,48
81,19,51
82,48,90
62,53,92
65,83,95
88,25,92
82,82,21
63,46,14
48,79,36
52,27,43
60,58,65
22,22,19
67,16,12
41,53,22
87,50,88
26,15,37
78,30,48
66,28,99
67,55,50
44,84,81
56,11,13
69,75,23
78,15,61
78,86,35
91,41,80
23,34,76
54,14,20
75,22,88
74,91,93
53,17,49
22,22,19
47,85,96
37,31,60
76,80,41
90,43,95
29,81,21
82,27,65
96,74,19
10,57,85
55,88,11
94,67,86
15,28,72
55,88,11
32,77,25
81,73,18
74,22,54
29,26,41
78,30,48
82,82,21
78,86,35
66,99,13
23,39,81
20,93,88
78,86,35
22,93,46
17,75,57
81,54,68
82,27,65
30,84,28
55,88,11
80,49,86
48,79,36
29,14,62
50,22,26
25,24,66
82,82,21
20,93,88
48,79,36
56,91,19
28,19,34
74,22,54
61,47,54
19,87,79
17,75,57
56,11,13
40,28,93
29,81,21
67,16,12
90,43,95
72,86,40
90,80,53
98,57,62
81,73,18
82,82,21
78,27,83
38,71,29
89,77,59
49,18,86
60,36,90
90,95,55
10,10,55
92,82,59
63,92,18
65,92,54
82,82,21
81,73,18
28,19,34
91,40,66
29,14,62
64,81,83
78,15,61
99,38,39
24,12,56
35,11,14
67,16,12
37,75,28
53,37,50
44,14,84
10,20,66
92,72,49
74,72,42
29,81,21
26,30,28
24,37,19
86,46,74
55,88,11
71,28,33
96,74,19
49,18,86
86,97,75
78,15,61
55,50,23
61,47,54
49,35,36
79,39,97
29,81,21
16,61,30
56,68,13
28,50,81
23,39,81
16,61,30
84,67,36
21,64,67
75,22,88
78,30,48
86,83,21
71,74,20
16,61,30
56,26,36
60,58,65
71,93,70
93,61,33
34,63,57
20,93,88
93,61,33
62,45,50
24,64,57
92,72,49
69,99,15
14,16,74
21,64,67
93,56,23
69,47,32
56,91,19
50,22,26
60,41,20
78,30,48
17,75,57
52,27,43
43,60,51
17,79,83
60,43,82
58,54,46
41,12,33
43,44,40
82,82,21
17,79,83
60,41,20
84,23,51
34,63,57
49,35,36
15,69,37
10,20,66
53,98,13
53,17,49
86,97,75
32,77,25
63,46,14
77,44,99
77,44,99
98,57,62
64,76,33
44,41,44
53,17,49
52,27,43
46,58,20
46,42,57
69,75,23
74,72,42
16,61,30
90,43,95
23,39,81
49,35,36
65,93,72
51,55,53
69,28,50
18,49,39
16,61,30
84,67,36
21,42,95
21,64,67
23,39,81
41,74,59
56,11,13
32,53,29
74,91,93
33,56,72
34,63,57
60,43,82
98,20,22
32,53,29
32,53,29
19,87,79
65,83,95
87,26,13
94,67,86
24,12,56
39,25,14
28,19,34
60,36,90
60,43,82
87,26,13
52,27,43
20,99,31
71,74,20
92,72,49
63,92,18
29,81,21
99,23,40
20,99,31
63,46,14
28,19,34
63,60,94
34,63,57
50,45,57
58,94,13
58,38,11
66,28,99
71,93,70
88,25,92
16,61,30
66,28,99
58,35,60
75,22,88
82,82,21
47,15,44
37,96,81
19,86,75
34,20,63
37,32,67
43,44,40
19,50,75
16,61,30
86,97,75
89,61,82
44,84,81
84,74,68
29,26,41
89,44,62
28,19,34
28,19,34
91,21,67
48,79,36
17,79,83
81,73,18
85,73,79
71,74,20
98,20,22
86,46,74
81,73,18
28,50,81
71,93,70
29,54,98
64,37,80
77,44,99
90,80,53
81,54,68
10,57,85
55,50,23
82,82,21
39,25,14
20,93,88
22,50,48
94,67,86
74,91,93
33,14,75
94,67,86
37,96,81
26,30,28
21,57,41
33,56,72
32,77,25
51,55,53
20,93,88
83,18,78
25,22,95
16,61,30
35,11,14
40,94,25
49,35,36
33,47,98
43,54,25
19,87,79
19,87,79
82,82,21
16,58,66
41,12,33
83,91,73
77,44,99
24,51,85
18,65,36
21,57,41
77,44,99
16,61,30
55,88,11
87,43,78
19,87,79
58,90,12
60,36,90
43,60,51
83,41,18
10,57,85
22,50,48
47,14,81
33,14,75
41,74,59
55,88,11
64,76,33
52,27,43
94,16,24
66,28,99
