-61,-53
-80,27
2,-8
-6,-20
-97,66
-95,-47
-41,-100
0,-25
-18,63
-39,37
60,-4
-20,-21
76,-35
-7,-73
-80,-68
-7,10
25,-29
-68,-56
28,-33
33,-77
39,-90
54,-31
37,-36
87,-65
-84,32
40,12
-100,-61
10,31
34,62
44,68
-92,19
-29,43
82,-89
-84,17
-43,-87
59,19
18,87
-8,23
-45,59
74,20
-31,-29
95,10
22,25
-98,76
-93,-45
70,-10
77,-6
41,-91
-69,63
-98,-96
-51,-70
-82,43
71,74
52,87
-59,22
-8,93
-85,75
-94,52
95,-23
11,-9
-11,-96
31,-67
72,28
31,66
-78,-86
12,-3
-5,-17
72,-9
-42,-90
53,53
85,-44
75,18
92,95
-66,82
35,3
81,87
-72,-55
4,36
2,-25
-32,2
-38,99
65,0
-68,-94
-42,80
-1,18
-99,-78
-94,50
-69,96
-34,-37
-55,-26
6,-32
58,83
-99,69
-55,-26
13,-66
65,12
98,41
-35,-68
48,9
24,-68
47,-37
8,36
-30,-62
-17,31
-36,-20
-4,95
5,8
83,-78
37,39
-88,-70
98,96
-72,17
-89,-87
-83,-62
60,57
-99,2
-95,-93
82,27
93,-58
30,-46
42,14
38,-39
86,-67
78,-43
13,-3
45,12
90,100
-27,-41
-64,78
14,73
-53,94
10,-42
-85,-40
-94,64
-68,44
78,18
-98,-100
-90,-23
-57,18
-26,-32
39,36
-2,39
63,72
-17,-2
59,47
55,-78
-89,26
-17,90
-39,18
-19,33
-20,94
-81,-14
0,37
-50,89
-98,6
83,-43
80,33
99,-41
-64,-8
-40,-97
92,-91
-80,-23
22,33
23,-97
81,-72
78,-64
-10,9
-60,42
-77,-1
-8,-44
-51,-91
-78,-65
35,26
-24,38
83,-80
87,73
2,-78
-16,57
-24,-34
-54,-82
46,-81
80,92
-62,-14
-79,-3
8,-64
-40,-51
-99,16
-9,-62
-53,28
-39,47
-95,-28
-65,-72
96,-86
-83,-99
-86,-60
-49,84
-25,-15
-41,-62
58,83
43,71
-62,-50
69,-33
36,68
-9,16
19,13
62,90
56,-51
86,92
22,81
91,-45
27,-63
32,-43
-68,87
-27,40
30,16
76,100
-72,-82
35,15
51,85
16,44
-22,-78
-12,-22
38,-93
97,21
-18,-14
-34,-3
-53,13
-13,-73
-79,-47
82,71
-37,-8
-27,-44
-48,99
59,30
-95,-43
-49,-88
-97,81
-47,62
-16,-18
-65,-19
-88,-44
83,-84
-51,83
-11,-15
99,85
-63,28
27,75
-95,-89
-78,-97
51,68
1,41
80,-70
14,-28
51,-15
80,-36
-46,69
-100,-98
-100,-75
-42,-52
20,-44
-49,-48
84,25
27,-10
9,69
94,-83
-6,91
-28,-36
70,29
81,39
72,-77
-46,-73
-99,-14
-37,84
-41,-52
-70,66
53,76
-82,-8
-34,99
8,-53
40,-59
59,92
-21,-7
-89,19
-5,-55
11,-84
-95,-25
77,6
-88,58
81,-54
82,35
78,-38
48,-1
-14,11
-96,-7
63,13
-73,64
-34,-50
-11,-29
-60,-30
-88,54
54,-18
-74,-52
-36,7
-77,39
-38,92
8,-45
49,35
-39,2
72,-20
-64,-12
-68,-74
11,-6
99,-7
98,-36
42,43
84,-61
15,2
7,-26
-31,-2
66,82
64,-99
-46,-7
-63,-57
-47,-22
54,42
-23,69
-5,95
10,-90
83,72
71,9
20,-58
-55,-1
31,99
-78,99
-94,-74
64,-25
-10,-80
34,-54
86,38
-35,39
-67,-88
38,-57
75,3
44,-6
-99,17
-27,68
-55,36
-46,56
-17,-27
-77,96
9,8
32,-83
91,57
59,-59
76,-92
-65,-84
77,76
37,45
42,-13
30,66
63,31
-36,23
-88,-36
-65,-45
-96,90
-27,50
-22,-90
76,-70
46,0
-66,24
-73,29
4,-40
-20,-29
-39,-91
1,64
77,-50
38,75
88,81
78,28
-72,-49
-38,83
-87,-39
-63,-3
-94,58
96,-6
54,-52
-87,-50
89,-60
87,24
-88,13
-82,-82
76,94
20,86
86,-44
34,14
-51,-72
78,-43
90,-42
71,76
16,-49
14,65
-95,-6
-45,67
-83,44
-12,19
86,-66
-8,-97
-73,-34
-34,-25
2,89
8,-47
21,-27
-98,79
-66,89
-1,34
94,89
-79,-6
81,-34
-4,70
-2,79
11,-89
-47,-27
54,40
-79,57
-38,7
-36,36
79,-32
-48,8
52,-13
-19,-97
-13,29
29,-30
83,-52
49,-32
45,-97
44,66
32,32
94,-51
2,10
-65,67
53,21
-1,70
-19,31
-48,-28
63,-2
51,94
-58,84
-98,100
-95,47
-11,43
-53,-25
-45,49
70,66
-18,10
-38,-19
43,-82
10,37
23,-13
70,1
13,6
31,-13
63,48
16,88
-19,20
-58,-14
-35,-54
-12,-15
29,93
85,79
-18,5
-88,-26
-80,-49
-43,30
46,-95
-40,-6
-64,92
-13,-4
21,95
6,9
-64,75
87,29
-71,-56
-97,74
-44,79
-11,-98
-56,-81
67,92
30,-65
-30,-55
-20,50
-96,0
-100,17
-89,44
38,67
-44,71
18,40
-23,14
-60,36
67,68
17,-91
30,-69
25,50
89,87
18,44
55,-92
19,-27
1,68
91,-12
-72,-88
-93,-87
-58,-29
96,-96
4,-68
-55,-75
95,58
91,95
2,-58
69,2
88,2
-54,73
-39,-10
63,-55
-13,-67
78,39
-97,-41
-78,-85
94,87
0,69
82,-42
-14,43
56,6
48,-21
40,63
11,-87
6,-61
60,48
-6,62
90,-42
58,-19
32,14
42,99
70,68
-9,49
-16,-31
93,35
-11,-65
56,-62
-44,-79
29,7
94,43
39,64
-12,-5
-6,-68
-10,-85
37,83
-86,-25
98,29
26,76
37,-38
82,44
44,62
-11,73
44,-48
65,88
-11,49
30,-48
24,20
-33,-22
-48,-1
-65,39
0,-37
79,5
-29,1
-33,-27
95,-3
-84,-37
94,-80
-93,40
16,10
31,79
95,24
55,-63
45,-92
25,64
-15,24
-11,78
54,23
75,18
98,46
-42,-91
68,-2
-90,6
-51,56
-46,-68
10,-49
-96,-99
60,-51
68,5
25,-84
-25,-56
-19,-69
-77,97
-29,-63
44,-71
71,-38
-40,-46
-97,84
86,72
48,78
44,-16
-93,82
-82,-8
-68,11
85,80
-72,80
37,-60
-50,25
-15,76
-51,40
-73,73
11,-89
28,85
-11,25
44,82
-13,-26
-20,-71
37,-29
-87,1
-83,-52
5,11
-33,-77
12,-35
49,-31
-70,-82
37,-67
50,19
-7,31
-90,20
-41,70
-3,-23
95,89
56,28
-33,59
-92,-7
-37,83
23,-34
0,20
-98,-18
-5,3
-6,38
-76,-98
-65,-60
30,23
47,-25
97,-58
-60,-85
47,-53
61,62
-91,51
-71,54
-52,-94
26,24
-73,25
-94,-51
23,-78
-78,-25
-49,81
-91,36
89,-45
-21,96
-88,29
60,74
66,39
81,-70
-72,-64
-9,99
-84,73
